SubTask,Balance,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
prefix_traversal,unbalanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
prefix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,20.83
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
prefix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,3.7
prefix_traversal,balanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,66.67
prefix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,95.83
prefix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,70.37
prefix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,96.3
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,100
prefix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,77.78
prefix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,96.3
prefix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
prefix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,33.33
prefix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
prefix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,95.83
prefix_traversal,balanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
prefix_traversal,balanced,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
prefix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,18.52
prefix_traversal,balanced,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,3.7
prefix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,40.74
prefix_traversal,unbalanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,55.56
prefix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
prefix_traversal,unbalanced,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
prefix_traversal,unbalanced,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,3.7
prefix_traversal,balanced,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,58.33
prefix_traversal,balanced,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,70.83
prefix_traversal,unbalanced,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,91.67
prefix_traversal,unbalanced,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
prefix_traversal,unbalanced,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,95.83
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,77.78
prefix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,83.33
prefix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,16.67
prefix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,88.89
prefix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,5.56
prefix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
prefix_traversal,unbalanced,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,3.7
prefix_traversal,balanced,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,25
prefix_traversal,unbalanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,11.11
prefix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,91.67
prefix_traversal,balanced,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,44.44
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,95.83
prefix_traversal,balanced,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,41.67
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,27.78
prefix_traversal,unbalanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,8.33
prefix_traversal,balanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,4.17
prefix_traversal,unbalanced,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,37.04
prefix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,29.63
prefix_traversal,balanced,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,11.11
prefix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,48.15
prefix_traversal,balanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,14.81
prefix_traversal,unbalanced,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,20.83
prefix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,70.83
prefix_traversal,balanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,3.7
prefix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,unbalanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,55.56
prefix_traversal,unbalanced,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,41.67
prefix_traversal,balanced,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,0
prefix_traversal,balanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,33.33
prefix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,83.33
prefix_traversal,balanced,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,85.19
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,16.67
prefix_traversal,unbalanced,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,16.67
prefix_traversal,unbalanced,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,66.67
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,91.67
prefix_traversal,balanced,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,83.33
prefix_traversal,balanced,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,44.44
prefix_traversal,balanced,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,51.85
prefix_traversal,balanced,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,87.5
prefix_traversal,balanced,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,0
prefix_traversal,unbalanced,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,95.83
prefix_traversal,unbalanced,medium,ZeroShot,edge,openai,gpt-3.5-turbo,59.26
prefix_traversal,balanced,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,88.89
prefix_traversal,unbalanced,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,27.78
prefix_traversal,unbalanced,medium,FewShot,edge,openai,gpt-3.5-turbo,59.26
prefix_traversal,unbalanced,hard,OneShot,edge,openai,gpt-3.5-turbo,22.22
prefix_traversal,unbalanced,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,33.33
prefix_traversal,unbalanced,easy,OneShot,edge,openai,gpt-3.5-turbo,100
prefix_traversal,unbalanced,hard,ZeroShot,edge,openai,gpt-3.5-turbo,11.11
prefix_traversal,unbalanced,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,88.89
prefix_traversal,balanced,medium,OneShot,edge,openai,gpt-3.5-turbo,29.63
prefix_traversal,balanced,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,91.67
prefix_traversal,unbalanced,easy,ZeroShot,edge,openai,gpt-3.5-turbo,95.83
prefix_traversal,balanced,easy,ZeroShot,edge,openai,gpt-3.5-turbo,100
prefix_traversal,unbalanced,easy,FewShot,edge,openai,gpt-3.5-turbo,100
prefix_traversal,balanced,hard,FewShot,edge,openai,gpt-3.5-turbo,5.56
prefix_traversal,unbalanced,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,95.83
prefix_traversal,balanced,medium,FewShot,edge,openai,gpt-3.5-turbo,51.85
prefix_traversal,balanced,easy,OneShot,edge,openai,gpt-3.5-turbo,100
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,38.89
prefix_traversal,balanced,medium,ZeroShot,edge,openai,gpt-3.5-turbo,44.44
prefix_traversal,balanced,easy,FewShot,edge,openai,gpt-3.5-turbo,100
prefix_traversal,balanced,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,22.22
prefix_traversal,balanced,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,88.89
prefix_traversal,unbalanced,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,91.67
prefix_traversal,unbalanced,medium,OneShot,edge,openai,gpt-3.5-turbo,59.26
prefix_traversal,balanced,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
prefix_traversal,unbalanced,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,96.3
prefix_traversal,balanced,hard,ZeroShot,edge,openai,gpt-3.5-turbo,0
prefix_traversal,balanced,hard,OneShot,edge,openai,gpt-3.5-turbo,0
prefix_traversal,unbalanced,hard,FewShot,edge,openai,gpt-3.5-turbo,0
prefix_traversal,balanced,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,92.59
prefix_traversal,balanced,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,22.22
prefix_traversal,balanced,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,22.22
prefix_traversal,balanced,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,87.5
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
prefix_traversal,balanced,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,3.7
prefix_traversal,balanced,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,83.33
prefix_traversal,unbalanced,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,18.52
prefix_traversal,unbalanced,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
prefix_traversal,balanced,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,70.83
prefix_traversal,unbalanced,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,87.5
prefix_traversal,balanced,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,79.17
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,29.63
prefix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,66.67
prefix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,95.83
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,92.59
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
prefix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,16.67
prefix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,44.44
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,61.11
prefix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,95.83
prefix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,70.37
prefix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,100
prefix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,38.89
prefix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,58.33
prefix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,3.7
prefix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,45.83
prefix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,58.33
prefix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,50
prefix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,41.67
prefix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,25.93
prefix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,50
prefix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,54.17
prefix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,45.83
prefix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,14.81
prefix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,3.7
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,79.17
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,25.93
prefix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,29.17
prefix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,75
prefix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,44.44
prefix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,18.52
prefix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,7.41
prefix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,66.67
prefix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
prefix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,7.41
prefix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,70.83
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,37.5
prefix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,37.5
prefix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,37.5
prefix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,83.33
prefix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,50
prefix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,37.5
prefix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,62.5
prefix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,50
prefix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,25.93
prefix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,70.83
prefix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,3.7
prefix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,18.52
prefix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,54.17
prefix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,22.22
prefix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,54.17
prefix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
prefix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,25.93
prefix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,96.3
prefix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,5.56
prefix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,100
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,100
