SubTask,ExampleType,Format,Length,ModelFamily,ModelName,Symbol,Value,Accuracy
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,7.69
convert,OneShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,FewShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,7.69
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,30.77
convert,FewShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,30.77
convert,FewShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,15.38
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,46.15
convert,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,15.38
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,FewShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,30.77
convert,FewShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,FewShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,7.69
convert,OneShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,OneShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,OneShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,OneShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,FewShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,7.69
convert,FewShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,23.08
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,38.46
convert,OneShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,OneShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,OneShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,OneShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,FewShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.46
convert,OneShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,38.46
convert,FewShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,30.77
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,FewShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,30.77
convert,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,30.77
convert,FewShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,15.38
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,7.69
convert,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,23.08
convert,OneShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,OneShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,OneShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,OneShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,38.46
convert,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,30.77
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,OneShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,OneShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,OneShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,OneShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,15.38
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,FewShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,7.69
convert,OneShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,FewShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,15.38
convert,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,FewShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,7.69
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,OneShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,30.77
convert,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,15.38
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,FewShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.46
convert,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,hard,38.46
convert,OneShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,30.77
convert,FewShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,7.69
convert,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,23.08
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,medium,0
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,OneShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,easy,0
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,OneShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,FewShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,hard,46.15
convert,FewShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,OneShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,FewShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,30.77
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,OneShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,FewShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,easy,0
convert,FewShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,easy,medium,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,hard,7.69
convert,FewShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,easy,7.69
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,OneShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,0
convert,OneShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,FewShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,30.77
convert,FewShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,hard,medium,15.38
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,hard,0
convert,FewShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.2-1B-Instruct,medium,hard,15.38
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,medium,medium,0
convert,OneShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.2-1B-Instruct,hard,easy,0
convert,FewShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.2-1B-Instruct,medium,medium,15.38
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,medium,100
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,76.92
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,23.08
convert,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,84.62
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,hard,76.92
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,69.23
convert,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,hard,100
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,69.23
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,23.08
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,23.08
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,61.54
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,medium,92.31
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,100
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,medium,100
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,92.31
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,medium,84.62
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,69.23
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,7.69
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,23.08
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,hard,53.85
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,15.38
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,medium,92.31
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,15.38
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,53.85
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,69.23
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,69.23
convert,ZeroShot,format1_infix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,84.62
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,53.85
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,15.38
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,hard,92.31
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,61.54
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,7.69
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,easy,100
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,84.62
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,46.15
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,61.54
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,92.31
convert,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,medium,15.38
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,medium,7.69
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,92.31
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,84.62
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,53.85
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,84.62
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,7.69
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,easy,46.15
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,0
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,medium,92.31
convert,ZeroShot,format1_postfix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,hard,84.62
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,38.46
convert,ZeroShot,format1_infix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,easy,61.54
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,7.69
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,hard,38.46
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,easy,7.69
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,medium,easy,100
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,53.85
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,medium,30.77
convert,ZeroShot,format1_infix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,hard,92.31
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,hard,84.62
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,7.69
convert,ZeroShot,format1_postfix_format2_prefix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,61.54
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,23.08
convert,ZeroShot,format1_prefix_format2_postfix,easy,meta-llama,Llama-3.1-70B-Instruct,easy,easy,69.23
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,easy,0
convert,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,15.38
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,hard,0
convert,ZeroShot,format1_prefix_format2_postfix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,medium,7.69
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,53.85
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,46.15
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,61.54
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,easy,84.62
convert,ZeroShot,format1_prefix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,hard,23.08
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,hard,76.92
convert,ZeroShot,format1_infix_format2_postfix,medium,meta-llama,Llama-3.1-70B-Instruct,easy,medium,84.62
convert,ZeroShot,format1_postfix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,hard,7.69
convert,ZeroShot,format1_postfix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,46.15
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,7.69
convert,ZeroShot,format1_infix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,hard,69.23
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,medium,84.62
convert,ZeroShot,format1_prefix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,hard,easy,7.69
convert,ZeroShot,format1_prefix_format2_infix,easy,meta-llama,Llama-3.1-70B-Instruct,hard,hard,53.85
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,23.08
convert,ZeroShot,format1_postfix_format2_prefix,medium,meta-llama,Llama-3.1-70B-Instruct,hard,easy,38.46
convert,ZeroShot,format1_postfix_format2_infix,hard,meta-llama,Llama-3.1-70B-Instruct,easy,easy,30.77
convert,ZeroShot,format1_prefix_format2_infix,medium,meta-llama,Llama-3.1-70B-Instruct,medium,medium,15.38
convert,ZeroShot,format1_infix_format2_prefix,hard,meta-llama,Llama-3.1-70B-Instruct,medium,hard,76.92
